Year,quarter,Geography,Enrollment Description,Race,Sex,Entitlement Status,Age,Rural/Urban Status,Total Telehealth Eligible Users,Total Medicare Part B Enrollment,Total Telehealth Users,Pct_Telehealth
2020,1,Alabama,All,All,All,All,All,All,393549.0,508208.0,21796.0,0.0554
2020,1,Alaska,All,All,All,All,All,All,54569.0,88339.333333,4139.0,0.0758
2020,1,Arizona,All,All,All,All,All,All,508632.0,678892.0,31362.0,0.0617
2020,1,Arkansas,All,All,All,All,All,All,308190.0,409201.0,14549.0,0.0472
2020,1,California,All,All,All,All,All,All,2119057.0,2918656.3333,193877.0,0.0915
2020,1,Colorado,All,All,All,All,All,All,308676.0,442961.33333,25761.0,0.0835
2020,1,Connecticut,All,All,All,All,All,All,248675.0,316595.33333,21566.0,0.0867
2020,1,Delaware,All,All,All,All,All,All,126409.0,158352.66667,10050.0,0.0795
2020,1,District Of Columbia,All,All,All,All,All,All,42359.0,58159.333333,2899.0,0.0684
2020,1,Florida,All,All,All,All,All,All,1702206.0,2120450.6667,94393.0,0.0555
2020,1,Georgia,All,All,All,All,All,All,679370.0,883972.33333,31401.0,0.0462
2020,1,Hawaii,All,All,All,All,All,All,78080.0,108878.33333,4085.0,0.0523
2020,1,Idaho,All,All,All,All,All,All,131428.0,193811.0,5863.0,0.0446
2020,1,Illinois,All,All,All,All,All,All,1008907.0,1381844.3333,66720.0,0.0661
2020,1,Indiana,All,All,All,All,All,All,546540.0,733458.66667,25330.0,0.0463
2020,1,Iowa,All,All,All,All,All,All,307276.0,431868.0,13332.0,0.0434
2020,1,Kansas,All,All,All,All,All,All,284569.0,383753.33333,11393.0,0.04
2020,1,Kentucky,All,All,All,All,All,All,394957.0,521941.0,22482.0,0.0569
2020,1,Louisiana,All,All,All,All,All,All,349854.0,453178.0,24133.0,0.069
2020,1,Maine,All,All,All,All,All,All,126595.0,183601.33333,9229.0,0.0729
2020,1,Maryland,All,All,All,All,All,All,592958.0,772851.33333,44146.0,0.0745
2020,1,Massachusetts,All,All,All,All,All,All,654249.0,851664.66667,89248.0,0.1364
2020,1,Michigan,All,All,All,All,All,All,703479.0,968128.33333,57354.0,0.0815
2020,1,Minnesota,All,All,All,All,All,All,313539.0,460914.66667,28165.0,0.0898
2020,1,Mississippi,All,All,All,All,All,All,336537.0,429736.0,22001.0,0.0654
2020,1,Missouri,All,All,All,All,All,All,476611.0,655590.0,22368.0,0.0469
2020,1,Montana,All,All,All,All,All,All,111620.0,169378.66667,5302.0,0.0475
2020,1,Nebraska,All,All,All,All,All,All,180789.0,252909.33333,6364.0,0.0352
2020,1,Nevada,All,All,All,All,All,All,192477.0,271054.33333,13401.0,0.0696
2020,1,New Hampshire,All,All,All,All,All,All,145765.0,206612.0,13483.0,0.0925
2020,1,New Jersey,All,All,All,All,All,All,737395.0,938484.0,66961.0,0.0908
2020,1,New Mexico,All,All,All,All,All,All,158075.0,226247.66667,10287.0,0.0651
2020,1,New York,All,All,All,All,All,All,1326481.0,1724171.6667,130056.0,0.098
2020,1,North Carolina,All,All,All,All,All,All,846324.0,1086597.3333,46543.0,0.055
2020,1,North Dakota,All,All,All,All,All,All,65258.0,95967.666667,2772.0,0.0425
2020,1,Ohio,All,All,All,All,All,All,825468.0,1108072.6667,58565.0,0.0709
2020,1,Oklahoma,All,All,All,All,All,All,378948.0,497020.0,18372.0,0.0485
2020,1,Oregon,All,All,All,All,All,All,265365.0,394823.33333,19204.0,0.0724
2020,1,Pennsylvania,All,All,All,All,All,All,991356.0,1306624.3333,72519.0,0.0732
2020,1,Rhode Island,All,All,All,All,All,All,71760.0,93526.666667,8689.0,0.1211
2020,1,South Carolina,All,All,All,All,All,All,530612.0,670788.0,21193.0,0.0399
2020,1,South Dakota,All,All,All,All,All,All,82680.0,123277.33333,3364.0,0.0407
2020,1,Tennessee,All,All,All,All,All,All,538379.0,699788.0,19885.0,0.0369
2020,1,Texas,All,All,All,All,All,All,1554488.0,2077253.3333,124154.0,0.0799
2020,1,Utah,All,All,All,All,All,All,149911.0,209312.0,7858.0,0.0524
2020,1,Vermont,All,All,All,All,All,All,81159.0,116030.33333,8339.0,0.1027
2020,1,Virginia,All,All,All,All,All,All,770731.0,1004268.3333,42490.0,0.0551
2020,1,Washington,All,All,All,All,All,All,508997.0,756953.0,31906.0,0.0627
2020,1,West Virginia,All,All,All,All,All,All,182199.0,246999.33333,10011.0,0.0549
2020,1,Wisconsin,All,All,All,All,All,All,382009.0,565673.0,20158.0,0.0528
2020,1,Wyoming,All,All,All,All,All,All,64460.0,97759.333333,3564.0,0.0553
2020,2,Alabama,All,All,All,All,All,All,365022.0,504813.0,138618.0,0.3798
2020,2,Alaska,All,All,All,All,All,All,50537.0,89378.333333,23075.0,0.4566
2020,2,Arizona,All,All,All,All,All,All,467496.0,681515.0,209608.0,0.4484
2020,2,Arkansas,All,All,All,All,All,All,286327.0,407661.33333,103896.0,0.3629
2020,2,California,All,All,All,All,All,All,1896962.0,2925647.6667,1048038.0,0.5525
2020,2,Colorado,All,All,All,All,All,All,282881.0,445784.0,126513.0,0.4472
2020,2,Connecticut,All,All,All,All,All,All,220385.0,314993.33333,139945.0,0.635
2020,2,Delaware,All,All,All,All,All,All,113936.0,158575.0,70315.0,0.6171
2020,2,District Of Columbia,All,All,All,All,All,All,36133.0,57817.0,21643.0,0.599
2020,2,Florida,All,All,All,All,All,All,1585904.0,2118350.0,683371.0,0.4309
2020,2,Georgia,All,All,All,All,All,All,620736.0,880905.0,240460.0,0.3874
2020,2,Hawaii,All,All,All,All,All,All,69158.0,109338.33333,30478.0,0.4407
2020,2,Idaho,All,All,All,All,All,All,123452.0,194311.33333,38220.0,0.3096
2020,2,Illinois,All,All,All,All,All,All,925753.0,1381709.3333,431438.0,0.466
2020,2,Indiana,All,All,All,All,All,All,507250.0,731214.33333,234347.0,0.462
2020,2,Iowa,All,All,All,All,All,All,291639.0,432605.66667,100594.0,0.3449
2020,2,Kansas,All,All,All,All,All,All,266002.0,384390.0,75584.0,0.2841
2020,2,Kentucky,All,All,All,All,All,All,364211.0,518505.66667,165570.0,0.4546
2020,2,Louisiana,All,All,All,All,All,All,319734.0,450296.33333,137877.0,0.4312
2020,2,Maine,All,All,All,All,All,All,114288.0,181847.33333,58313.0,0.5102
2020,2,Maryland,All,All,All,All,All,All,526905.0,773908.33333,319161.0,0.6057
2020,2,Massachusetts,All,All,All,All,All,All,589160.0,848691.0,432873.0,0.7347
2020,2,Michigan,All,All,All,All,All,All,643925.0,964322.0,330134.0,0.5127
2020,2,Minnesota,All,All,All,All,All,All,284932.0,458766.66667,156854.0,0.5505
2020,2,Mississippi,All,All,All,All,All,All,313174.0,427533.33333,127858.0,0.4083
2020,2,Missouri,All,All,All,All,All,All,450499.0,654517.66667,154461.0,0.3429
2020,2,Montana,All,All,All,All,All,All,105680.0,170258.66667,28725.0,0.2718
2020,2,Nebraska,All,All,All,All,All,All,165167.0,253091.33333,45176.0,0.2735
2020,2,Nevada,All,All,All,All,All,All,175304.0,272034.0,72784.0,0.4152
2020,2,New Hampshire,All,All,All,All,All,All,134319.0,206866.66667,80155.0,0.5968
2020,2,New Jersey,All,All,All,All,All,All,655780.0,934849.66667,383745.0,0.5852
2020,2,New Mexico,All,All,All,All,All,All,138701.0,226204.66667,71388.0,0.5147
2020,2,New York,All,All,All,All,All,All,1212715.0,1714876.0,675651.0,0.5571
2020,2,North Carolina,All,All,All,All,All,All,775366.0,1085687.6667,315994.0,0.4075
2020,2,North Dakota,All,All,All,All,All,All,62668.0,96277.666667,16682.0,0.2662
2020,2,Ohio,All,All,All,All,All,All,773542.0,1104665.3333,367845.0,0.4755
2020,2,Oklahoma,All,All,All,All,All,All,352868.0,496334.33333,131892.0,0.3738
2020,2,Oregon,All,All,All,All,All,All,244197.0,396390.33333,117134.0,0.4797
2020,2,Pennsylvania,All,All,All,All,All,All,905093.0,1306262.6667,471680.0,0.5211
2020,2,Rhode Island,All,All,All,All,All,All,66701.0,93495.0,44860.0,0.6726
2020,2,South Carolina,All,All,All,All,All,All,491887.0,670448.66667,157869.0,0.3209
2020,2,South Dakota,All,All,All,All,All,All,77043.0,123806.0,27020.0,0.3507
2020,2,Tennessee,All,All,All,All,All,All,504835.0,699416.0,141193.0,0.2797
2020,2,Texas,All,All,All,All,All,All,1433018.0,2078582.3333,657663.0,0.4589
2020,2,Utah,All,All,All,All,All,All,140563.0,210070.0,53566.0,0.3811
2020,2,Vermont,All,All,All,All,All,All,75453.0,116120.33333,44180.0,0.5855
2020,2,Virginia,All,All,All,All,All,All,696195.0,1004079.3333,311187.0,0.447
2020,2,Washington,All,All,All,All,All,All,460462.0,758758.66667,193694.0,0.4207
2020,2,West Virginia,All,All,All,All,All,All,170043.0,245808.33333,72991.0,0.4293
2020,2,Wisconsin,All,All,All,All,All,All,346547.0,566548.66667,147973.0,0.427
2020,2,Wyoming,All,All,All,All,All,All,60892.0,98522.333333,18014.0,0.2958
2020,3,Alabama,All,All,All,All,All,All,385604.0,503181.0,90444.0,0.2346
2020,3,Alaska,All,All,All,All,All,All,55698.0,91091.333333,17530.0,0.3147
2020,3,Arizona,All,All,All,All,All,All,495213.0,685409.0,175878.0,0.3552
2020,3,Arkansas,All,All,All,All,All,All,308181.0,408113.66667,65154.0,0.2114
2020,3,California,All,All,All,All,All,All,2057197.0,2949180.0,910014.0,0.4424
2020,3,Colorado,All,All,All,All,All,All,312526.0,451552.33333,76312.0,0.2442
2020,3,Connecticut,All,All,All,All,All,All,246326.0,314873.66667,79448.0,0.3225
2020,3,Delaware,All,All,All,All,All,All,126924.0,159515.66667,47110.0,0.3712
2020,3,District Of Columbia,All,All,All,All,All,All,40105.0,57927.333333,15913.0,0.3968
2020,3,Florida,All,All,All,All,All,All,1671628.0,2122409.6667,523615.0,0.3132
2020,3,Georgia,All,All,All,All,All,All,673685.0,883211.66667,158619.0,0.2354
2020,3,Hawaii,All,All,All,All,All,All,76587.0,110603.33333,29473.0,0.3848
2020,3,Idaho,All,All,All,All,All,All,133964.0,195582.66667,25184.0,0.188
2020,3,Illinois,All,All,All,All,All,All,1036889.0,1389420.0,235597.0,0.2272
2020,3,Indiana,All,All,All,All,All,All,561006.0,732697.33333,117972.0,0.2103
2020,3,Iowa,All,All,All,All,All,All,325915.0,435229.0,55199.0,0.1694
2020,3,Kansas,All,All,All,All,All,All,291077.0,387026.66667,44013.0,0.1512
2020,3,Kentucky,All,All,All,All,All,All,397957.0,516691.0,98748.0,0.2481
2020,3,Louisiana,All,All,All,All,All,All,341983.0,449883.66667,78935.0,0.2308
2020,3,Maine,All,All,All,All,All,All,121052.0,172467.0,30431.0,0.2514
2020,3,Maryland,All,All,All,All,All,All,590730.0,780907.66667,214369.0,0.3629
2020,3,Massachusetts,All,All,All,All,All,All,658176.0,853892.0,307837.0,0.4677
2020,3,Michigan,All,All,All,All,All,All,720097.0,966063.66667,171846.0,0.2386
2020,3,Minnesota,All,All,All,All,All,All,324041.0,461524.66667,103705.0,0.32
2020,3,Mississippi,All,All,All,All,All,All,334004.0,426349.0,76940.0,0.2304
2020,3,Missouri,All,All,All,All,All,All,491573.0,655952.66667,87594.0,0.1782
2020,3,Montana,All,All,All,All,All,All,115789.0,172153.0,16948.0,0.1464
2020,3,Nebraska,All,All,All,All,All,All,185519.0,254450.66667,23994.0,0.1293
2020,3,Nevada,All,All,All,All,All,All,190862.0,274622.66667,52568.0,0.2754
2020,3,New Hampshire,All,All,All,All,All,All,151119.0,208144.66667,46893.0,0.3103
2020,3,New Jersey,All,All,All,All,All,All,731992.0,939253.0,214838.0,0.2935
2020,3,New Mexico,All,All,All,All,All,All,152947.0,227352.0,55490.0,0.3628
2020,3,New York,All,All,All,All,All,All,1337081.0,1724973.0,401748.0,0.3005
2020,3,North Carolina,All,All,All,All,All,All,841314.0,1089141.3333,199667.0,0.2373
2020,3,North Dakota,All,All,All,All,All,All,69423.0,97175.0,8711.0,0.1255
2020,3,Ohio,All,All,All,All,All,All,838074.0,1107954.0,190362.0,0.2271
2020,3,Oklahoma,All,All,All,All,All,All,378987.0,498675.0,81659.0,0.2155
2020,3,Oregon,All,All,All,All,All,All,267292.0,400406.0,79018.0,0.2956
2020,3,Pennsylvania,All,All,All,All,All,All,1005693.0,1313527.0,250933.0,0.2495
2020,3,Rhode Island,All,All,All,All,All,All,72442.0,93869.666667,28229.0,0.3897
2020,3,South Carolina,All,All,All,All,All,All,527880.0,671671.33333,115311.0,0.2184
2020,3,South Dakota,All,All,All,All,All,All,87344.0,125040.66667,14712.0,0.1684
2020,3,Tennessee,All,All,All,All,All,All,540303.0,701587.66667,81471.0,0.1508
2020,3,Texas,All,All,All,All,All,All,1532082.0,2094100.6667,536244.0,0.35
2020,3,Utah,All,All,All,All,All,All,151555.0,211890.66667,35024.0,0.2311
2020,3,Vermont,All,All,All,All,All,All,83951.0,117079.0,27693.0,0.3299
2020,3,Virginia,All,All,All,All,All,All,769618.0,1007851.6667,194710.0,0.253
2020,3,Washington,All,All,All,All,All,All,517238.0,765374.0,125036.0,0.2417
2020,3,West Virginia,All,All,All,All,All,All,183695.0,245914.0,40811.0,0.2222
2020,3,Wisconsin,All,All,All,All,All,All,398831.0,570067.33333,83071.0,0.2083
2020,3,Wyoming,All,All,All,All,All,All,67263.0,99922.333333,8659.0,0.1287
2020,4,Alabama,All,All,All,All,All,All,380832.0,500183.33333,78313.0,0.2056
2020,4,Alaska,All,All,All,All,All,All,55877.0,92132.0,19544.0,0.3498
2020,4,Arizona,All,All,All,All,All,All,505120.0,687802.66667,155010.0,0.3069
2020,4,Arkansas,All,All,All,All,All,All,305097.0,407135.0,63613.0,0.2085
2020,4,California,All,All,All,All,All,All,2055551.0,2956787.3333,877449.0,0.4269
2020,4,Colorado,All,All,All,All,All,All,309337.0,454902.0,91378.0,0.2954
2020,4,Connecticut,All,All,All,All,All,All,243550.0,314350.66667,79013.0,0.3244
2020,4,Delaware,All,All,All,All,All,All,126243.0,160137.33333,43619.0,0.3455
2020,4,District Of Columbia,All,All,All,All,All,All,40510.0,57880.0,15656.0,0.3865
2020,4,Florida,All,All,All,All,All,All,1684266.0,2120299.3333,419017.0,0.2488
2020,4,Georgia,All,All,All,All,All,All,666904.0,883010.66667,134832.0,0.2022
2020,4,Hawaii,All,All,All,All,All,All,76529.0,111396.66667,26756.0,0.3496
2020,4,Idaho,All,All,All,All,All,All,133561.0,196160.33333,27533.0,0.2061
2020,4,Illinois,All,All,All,All,All,All,1021484.0,1391486.6667,267648.0,0.262
2020,4,Indiana,All,All,All,All,All,All,547200.0,732859.66667,132850.0,0.2428
2020,4,Iowa,All,All,All,All,All,All,320512.0,436421.66667,67229.0,0.2098
2020,4,Kansas,All,All,All,All,All,All,286692.0,388321.66667,54177.0,0.189
2020,4,Kentucky,All,All,All,All,All,All,386915.0,513947.66667,104160.0,0.2692
2020,4,Louisiana,All,All,All,All,All,All,340502.0,449543.0,58765.0,0.1726
2020,4,Maine,All,All,All,All,All,All,118969.0,171514.33333,31679.0,0.2663
2020,4,Maryland,All,All,All,All,All,All,590560.0,784134.33333,204520.0,0.3463
2020,4,Massachusetts,All,All,All,All,All,All,657499.0,855528.0,296089.0,0.4503
2020,4,Michigan,All,All,All,All,All,All,707615.0,965438.33333,206412.0,0.2917
2020,4,Minnesota,All,All,All,All,All,All,318741.0,462313.33333,104179.0,0.3268
2020,4,Mississippi,All,All,All,All,All,All,329979.0,425085.0,61026.0,0.1849
2020,4,Missouri,All,All,All,All,All,All,481539.0,654966.33333,93954.0,0.1951
2020,4,Montana,All,All,All,All,All,All,113623.0,173255.66667,23648.0,0.2081
2020,4,Nebraska,All,All,All,All,All,All,181221.0,254735.66667,29310.0,0.1617
2020,4,Nevada,All,All,All,All,All,All,189447.0,275824.0,52616.0,0.2777
2020,4,New Hampshire,All,All,All,All,All,All,150310.0,208905.66667,46318.0,0.3081
2020,4,New Jersey,All,All,All,All,All,All,736686.0,942642.33333,215296.0,0.2922
2020,4,New Mexico,All,All,All,All,All,All,149856.0,228007.0,60409.0,0.4031
2020,4,New York,All,All,All,All,All,All,1342604.0,1729465.0,401756.0,0.2992
2020,4,North Carolina,All,All,All,All,All,All,834640.0,1089382.0,187744.0,0.2249
2020,4,North Dakota,All,All,All,All,All,All,67981.0,97330.333333,9280.0,0.1365
2020,4,Ohio,All,All,All,All,All,All,824499.0,1109388.0,219643.0,0.2664
2020,4,Oklahoma,All,All,All,All,All,All,371726.0,498981.0,89720.0,0.2414
2020,4,Oregon,All,All,All,All,All,All,267785.0,402848.33333,80916.0,0.3022
2020,4,Pennsylvania,All,All,All,All,All,All,993539.0,1318563.6667,278061.0,0.2799
2020,4,Rhode Island,All,All,All,All,All,All,71376.0,94062.0,29846.0,0.4182
2020,4,South Carolina,All,All,All,All,All,All,524486.0,671766.33333,97876.0,0.1866
2020,4,South Dakota,All,All,All,All,All,All,86278.0,125395.66667,16470.0,0.1909
2020,4,Tennessee,All,All,All,All,All,All,533802.0,701422.33333,83217.0,0.1559
2020,4,Texas,All,All,All,All,All,All,1535829.0,2096657.3333,461915.0,0.3008
2020,4,Utah,All,All,All,All,All,All,150734.0,212552.66667,36604.0,0.2428
2020,4,Vermont,All,All,All,All,All,All,82915.0,117519.33333,26576.0,0.3205
2020,4,Virginia,All,All,All,All,All,All,758540.0,1009422.6667,180248.0,0.2376
2020,4,Washington,All,All,All,All,All,All,516030.0,768325.33333,129101.0,0.2502
2020,4,West Virginia,All,All,All,All,All,All,179132.0,245687.33333,45650.0,0.2548
2020,4,Wisconsin,All,All,All,All,All,All,389199.0,571410.0,94670.0,0.2432
2020,4,Wyoming,All,All,All,All,All,All,66713.0,100766.33333,12326.0,0.1848
2021,1,Alabama,All,All,All,All,All,All,356229.0,462168.0,68975.0,0.1936
2021,1,Alaska,All,All,All,All,All,All,56799.0,91580.0,16849.0,0.2966
2021,1,Arizona,All,All,All,All,All,All,490388.0,660750.33333,156246.0,0.3186
2021,1,Arkansas,All,All,All,All,All,All,287703.0,386784.33333,60503.0,0.2103
2021,1,California,All,All,All,All,All,All,2035188.0,2860367.6667,911409.0,0.4478
2021,1,Colorado,All,All,All,All,All,All,301348.0,436780.33333,77788.0,0.2581
2021,1,Connecticut,All,All,All,All,All,All,233802.0,300223.33333,74141.0,0.3171
2021,1,Delaware,All,All,All,All,All,All,122811.0,154257.0,43996.0,0.3582
2021,1,District Of Columbia,All,All,All,All,All,All,39187.0,55465.666667,14633.0,0.3734
2021,1,Florida,All,All,All,All,All,All,1662574.0,2070007.3333,369850.0,0.2225
2021,1,Georgia,All,All,All,All,All,All,641150.0,828636.66667,128601.0,0.2006
2021,1,Hawaii,All,All,All,All,All,All,77101.0,107981.66667,23282.0,0.302
2021,1,Idaho,All,All,All,All,All,All,128357.0,189971.66667,23100.0,0.18
2021,1,Illinois,All,All,All,All,All,All,962869.0,1318867.3333,224968.0,0.2336
2021,1,Indiana,All,All,All,All,All,All,512795.0,686243.33333,112473.0,0.2193
2021,1,Iowa,All,All,All,All,All,All,302952.0,421129.0,50850.0,0.1678
2021,1,Kansas,All,All,All,All,All,All,273724.0,370564.66667,44464.0,0.1624
2021,1,Kentucky,All,All,All,All,All,All,362720.0,481339.33333,91814.0,0.2531
2021,1,Louisiana,All,All,All,All,All,All,322252.0,417034.66667,50864.0,0.1578
2021,1,Maine,All,All,All,All,All,All,112519.0,164616.33333,32099.0,0.2853
2021,1,Maryland,All,All,All,All,All,All,566729.0,751087.66667,196631.0,0.347
2021,1,Massachusetts,All,All,All,All,All,All,638639.0,835053.33333,289593.0,0.4535
2021,1,Michigan,All,All,All,All,All,All,655710.0,898186.66667,178222.0,0.2718
2021,1,Minnesota,All,All,All,All,All,All,294321.0,431124.33333,83084.0,0.2823
2021,1,Mississippi,All,All,All,All,All,All,309881.0,397784.33333,51373.0,0.1658
2021,1,Missouri,All,All,All,All,All,All,446771.0,617084.33333,77027.0,0.1724
2021,1,Montana,All,All,All,All,All,All,110474.0,168614.0,18306.0,0.1657
2021,1,Nebraska,All,All,All,All,All,All,173191.0,242979.66667,22313.0,0.1288
2021,1,Nevada,All,All,All,All,All,All,183743.0,261459.66667,48290.0,0.2628
2021,1,New Hampshire,All,All,All,All,All,All,142471.0,201331.0,45834.0,0.3217
2021,1,New Jersey,All,All,All,All,All,All,706102.0,902405.0,212344.0,0.3007
2021,1,New Mexico,All,All,All,All,All,All,148930.0,218697.66667,53902.0,0.3619
2021,1,New York,All,All,All,All,All,All,1281081.0,1665012.0,403293.0,0.3148
2021,1,North Carolina,All,All,All,All,All,All,801483.0,1029512.3333,175569.0,0.2191
2021,1,North Dakota,All,All,All,All,All,All,64750.0,94575.666667,7247.0,0.1119
2021,1,Ohio,All,All,All,All,All,All,789063.0,1059586.0,192179.0,0.2436
2021,1,Oklahoma,All,All,All,All,All,All,350350.0,464648.0,82205.0,0.2346
2021,1,Oregon,All,All,All,All,All,All,257065.0,387915.0,75842.0,0.295
2021,1,Pennsylvania,All,All,All,All,All,All,954564.0,1265892.6667,264430.0,0.277
2021,1,Rhode Island,All,All,All,All,All,All,68395.0,89669.0,26004.0,0.3802
2021,1,South Carolina,All,All,All,All,All,All,514298.0,645045.33333,95647.0,0.186
2021,1,South Dakota,All,All,All,All,All,All,82316.0,121261.66667,12042.0,0.1463
2021,1,Tennessee,All,All,All,All,All,All,511244.0,670855.33333,78213.0,0.153
2021,1,Texas,All,All,All,All,All,All,1457254.0,1974148.0,409538.0,0.281
2021,1,Utah,All,All,All,All,All,All,145391.0,203657.66667,29524.0,0.2031
2021,1,Vermont,All,All,All,All,All,All,77950.0,111388.66667,26313.0,0.3376
2021,1,Virginia,All,All,All,All,All,All,731881.0,961561.0,176467.0,0.2411
2021,1,Washington,All,All,All,All,All,All,498890.0,737392.33333,117930.0,0.2364
2021,1,West Virginia,All,All,All,All,All,All,166980.0,227061.66667,42549.0,0.2548
2021,1,Wisconsin,All,All,All,All,All,All,370066.0,545756.66667,77824.0,0.2103
2021,1,Wyoming,All,All,All,All,All,All,65480.0,100019.66667,10028.0,0.1531
2021,2,Alabama,All,All,All,All,All,All,356830.0,457112.33333,38998.0,0.1093
2021,2,Alaska,All,All,All,All,All,All,59490.0,92448.666667,11423.0,0.192
2021,2,Arizona,All,All,All,All,All,All,498713.0,660480.0,102920.0,0.2064
2021,2,Arkansas,All,All,All,All,All,All,296229.0,384521.0,34546.0,0.1166
2021,2,California,All,All,All,All,All,All,2081925.0,2861280.6667,697623.0,0.3351
2021,2,Colorado,All,All,All,All,All,All,312549.0,437952.66667,54245.0,0.1736
2021,2,Connecticut,All,All,All,All,All,All,237980.0,297704.66667,51793.0,0.2176
2021,2,Delaware,All,All,All,All,All,All,124291.0,154138.66667,30787.0,0.2477
2021,2,District Of Columbia,All,All,All,All,All,All,40287.0,54950.666667,11830.0,0.2936
2021,2,Florida,All,All,All,All,All,All,1676074.0,2061529.0,281078.0,0.1677
2021,2,Georgia,All,All,All,All,All,All,636011.0,823118.0,87123.0,0.137
2021,2,Hawaii,All,All,All,All,All,All,77370.0,107722.66667,18024.0,0.233
2021,2,Idaho,All,All,All,All,All,All,133795.0,190105.0,14567.0,0.1089
2021,2,Illinois,All,All,All,All,All,All,995654.0,1314829.3333,149223.0,0.1499
